Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SW-UI-TestSuite,,,,2020-11-11 05:43:47,2020-11-11 05:43:51,3.662s,FAILED
,,,,,,,
Test Cases/Assessments/List Assessments,,,,2020-11-11 05:43:48,2020-11-11 05:43:51,3.162s,FAILED
"openBrowser("""")",,,,2020-11-11 05:43:49,2020-11-11 05:43:51,2.394s,FAILED
